-0.334546	0.269361
-0.37582	0.396658
-0.419233	0.459854
-0.409341	0.507512
-0.42824	0.661784
-0.333832	0.703675
-0.529241	0.623421
-0.656209	0.739779
-0.475334	0.64861
-0.454768	0.504814
-0.539102	0.510553
-0.446472	0.582298
-0.437133	0.611598
-0.428113	0.616178
-0.525924	0.767195
-0.458839	0.682634
-0.450542	0.701025
-0.445864	0.639313
-0.4414	0.608228
-0.409111	0.676773
-0.432382	0.481928
-0.334199	0.384955
-0.376871	0.498951
-0.274138	0.548631
-0.169653	0.462754
-0.375702	0.391307
-0.446249	0.405202
-0.406352	0.579904
-0.390804	0.51512
-0.21945	0.550956
-0.448546	0.812523
-0.592586	0.724035
-0.500272	0.464928
-0.373585	0.47299
-0.400548	0.62827
-0.692359	0.872852
-0.54265	0.737357
-0.45129	0.546699
-0.447319	0.506355
-0.461119	0.523865
-0.494833	0.537583
-0.588282	0.663368
-0.488911	0.627327
-0.491296	0.70063
-0.520596	0.655856
-0.371333	0.501731
-0.539708	0.515646
-0.610228	0.503428
-0.400203	0.480356
-0.247971	0.516759
-0.313374	0.557401
-0.391107	0.698632
-0.281271	0.712853
-0.286273	0.825595
-0.513475	0.871405
-0.501431	0.654882
-0.478837	0.642174
-0.3432	0.693505
-0.349244	0.750685
-0.551688	0.765292
-0.436673	0.633295
-0.390963	0.466683
-0.520815	0.461458
-0.54174	0.696613
-0.579604	0.564123
-0.557197	0.579014
-0.454205	0.740965
-0.209778	0.719673
-0.457181	0.690923
-0.635158	0.762734
-0.431569	0.640998
-0.364837	0.630726
-0.453206	0.598964
-0.455844	0.656635
-0.483985	0.679211
-0.343515	0.663526
-0.343633	0.591448
-0.434786	0.487722
-0.421756	0.560882
-0.528595	0.667539
-0.530881	0.468607
-0.570018	0.568226
-0.54049	0.511379
-0.586493	0.457081
-0.714705	0.535965
-0.610821	0.586554
-0.41559	0.388233
-0.479235	0.50786
-0.529468	0.642609
-0.307175	0.488975
-0.356711	0.636624
-0.325987	0.597278
-0.30474	0.54359
-0.343744	0.577207
-0.38221	0.577587
-0.495238	0.495474
-0.51626	0.518338
-0.43586	0.593186
-0.380269	0.388559
-0.677149	0.410041
-1.56506	1.09817
-1.80175	1.5204
-1.70199	1.30431
-1.72276	1.16394
-1.66079	0.908169
-1.61104	0.959333
-1.65639	1.18873
-1.71035	1.34475
-1.71455	1.34348
-1.75787	1.36083
-1.65679	1.23256
-1.5582	1.069
-1.61838	1.10799
-1.55215	1.03103
-1.40072	0.771923
-1.52208	1.07398
-1.6248	1.48398
-1.63808	1.59596
-1.70854	1.60931
-1.58195	1.3231
-1.44959	1.0527
-1.54441	1.14429
-1.49155	1.18024
-1.47489	1.33379
-1.38104	1.0925
-1.34519	0.978517
-1.42252	1.04242
-1.29266	0.824282
-1.24569	0.755992
-1.36507	1.09375
-1.33448	1.01754
-1.27546	0.911552
-1.30065	1.05767
-1.31055	1.05735
-1.30394	1.03419
-1.35429	1.12718
-1.28285	1.04303
-1.21069	0.983915
-1.18716	0.871765
-1.12197	0.722811
-1.15303	0.848939
-1.09171	0.787233
-1.07592	0.81202
-1.15912	1.01244
-1.08696	0.99266
-1.06199	1.03068
-0.991216	0.997744
-0.764309	0.822249
-0.617314	0.691624
-0.609291	0.720367
-0.812248	0.888786
-0.857179	0.957627
-0.931163	1.04907
-0.888156	0.892076
-0.816739	0.780031
-0.929958	0.920665
-0.87561	0.863426
-0.691082	0.545634
-0.550435	0.338634
-0.480126	0.294603
-0.718574	0.556653
-0.786952	0.619262
-0.81434	0.529939
-0.739519	0.437421
-0.884357	0.563072
-0.633313	0.7173
-0.418203	0.490908
-0.300668	0.379008
-0.5122	0.573971
-0.482894	0.516784
-0.415019	0.469681
-0.256385	0.311632
-0.0543897	0.182075
0.262966	0.108621
0.155202	0.147935
0.0494379	0.205254
0.00618692	0.199744
-0.00856657	0.220825
-0.09714	0.220178
-0.165814	0.194797
-0.30784	0.34795
-0.280094	0.307834
-0.322956	0.321835
-0.528504	0.499041
-0.623379	0.548797
-0.813472	0.788194
-0.792586	0.233489
-0.970881	0.130416
-1.203	0.606535
-1.46926	1.10924
-1.5585	1.31867
-1.30698	0.867321
-1.21495	0.679969
-1.05216	0.281359
-1.02997	0.319424
-1.19478	0.761002
-1.01782	0.393869
-1.02955	0.408631
-1.06207	0.549062
-1.06976	0.631171
-1.21909	0.920964
-1.24412	1.00166
-1.20499	0.989479
-1.1985	0.958803
-1.0606	0.747919
-0.982447	0.653868
-1.01186	0.681984
