0.0730295	0.101219
0.247652	-0.117258
0.29154	-0.187152
0.391861	-0.324795
0.169832	-0.394108
0.169832	-0.292899
0.242292	-0.269746
0.272473	-0.291051
0.310301	-0.393386
0.289966	-0.341664
0.282654	-0.254355
0.198154	-0.296721
0.253684	-0.198677
0.268222	-0.192345
0.319553	-0.383088
0.23894	-0.486402
0.217721	-0.408091
0.222066	-0.256365
0.314749	-0.334623
0.27704	-0.382728
0.237965	-0.387043
0.174676	-0.328457
0.12147	-0.244967
0.00669261	-0.300076
0.10207	-0.240848
0.33836	-0.17717
0.275821	-0.0338105
0.30211	-0.303995
0.364152	-0.319491
0.097786	-0.309467
0.0861467	-0.482014
0.254891	-0.451459
0.330635	-0.251137
0.316383	-0.290254
0.351337	-0.406369
0.305259	-0.37651
0.207438	-0.445236
0.244721	-0.421238
0.306774	-0.398055
0.347058	-0.339927
0.179303	-0.377031
0.354564	-0.356606
0.422366	-0.421105
0.337229	-0.47417
0.441869	-0.346706
0.337041	-0.328742
0.400713	-0.253736
0.453993	-0.268837
0.30286	-0.271363
0.188153	-0.382879
0.34963	-0.430376
0.266695	-0.496744
0.289622	-0.476415
0.289985	-0.568952
0.350139	-0.503703
0.416395	-0.436365
0.430361	-0.449516
0.199955	-0.530609
0.0956725	-0.66965
0.318403	-0.465289
0.2049	-0.321619
0.0250926	-0.255233
0.163825	-0.309742
0.237317	-0.367228
0.481471	-0.297398
0.470425	-0.30838
0.208064	-0.617611
0.0534837	-0.654639
0.300071	-0.524921
0.412561	-0.315335
0.342931	-0.346103
0.300546	-0.474061
0.405147	-0.443879
0.384714	-0.315929
0.300073	-0.376426
0.232096	-0.574755
0.279129	-0.502078
0.352495	-0.424292
0.362777	-0.525425
0.211418	-0.451914
0.166468	-0.227653
0.330315	-0.202493
0.388855	-0.209611
0.440697	-0.155592
0.610667	-0.204251
0.318411	-0.234847
0.164346	-0.0998207
0.216791	-0.223131
0.185926	-0.333668
0.159287	-0.224067
0.284327	-0.490452
0.359204	-0.373067
0.229963	-0.175922
0.242357	-0.162347
0.130492	-0.406551
0.19049	-0.153336
0.299031	-0.177886
0.167727	-0.209061
0.196206	-0.110657
0.462236	0.00937136
1.12521	0.385675
1.64455	0.182434
1.62855	0.161925
1.49687	0.409476
1.58139	0.528873
1.56243	0.394581
1.60857	0.246274
1.72218	0.125614
1.73361	0.124752
1.76022	0.185711
1.65468	0.151732
1.53542	0.175901
1.59835	0.221542
1.55421	0.164156
1.39215	0.208871
1.48009	0.125305
1.5281	-0.0907412
1.60425	-0.238752
1.68741	-0.100187
1.5993	-0.0823863
1.42231	0.0146757
1.56958	0.0280627
1.51549	-0.0803444
1.4684	-0.225487
1.35724	-0.117206
1.31864	-0.053501
1.3752	0.0142895
1.2573	0.028003
1.21128	0.0296368
