-18.4944	-2.73113
-19.3629	-8.05318
-21.0878	-9.00687
-20.201	-9.41712
-17.8532	-4.36072
-19.7047	-4.48212
-20.0375	-7.83181
-21.1111	-7.58134
-20.4963	-8.97933
-20.3005	-9.38509
-21.2376	-9.99933
-20.544	-8.91269
-22.4026	-9.11494
-22.1341	-6.48605
-22.7965	-8.54484
-21.2826	-7.98036
-21.3235	-8.60034
-21.3465	-6.47346
-21.5018	-7.00426
-20.1249	-8.08754
-19.3906	-8.32309
-21.9537	-7.63819
-21.6101	-8.76559
-20.1887	-8.37804
-21.6894	-2.68012
-21.4171	-3.83
-19.749	-4.59546
-20.637	-7.82342
-20.3745	-7.00869
-22.2736	-7.69827
-21.4014	-7.15888
-21.5054	-7.41737
-21.6135	-9.85214
-23.0892	-7.05882
-22.4658	-7.43622
-20.219	-7.79742
-20.9407	-7.0662
-21.4825	-8.08815
-20.2806	-6.9773
-19.2844	-7.65468
-20.2453	-7.34686
-21.0708	-7.92158
-20.4012	-6.72754
-19.9451	-6.01616
-19.1889	-9.69312
-18.0675	-6.11196
-19.7267	-5.29729
-22.0186	-10.033
-20.4688	-7.90322
-19.6128	-6.8635
-19.5921	-6.97772
-20.4944	-9.88233
-21.3663	-7.31359
-22.9979	-7.65172
-21.5748	-9.33228
-19.9087	-8.63705
-19.7869	-10.0364
-21.2605	-6.46428
-22.6854	-11.2958
-22.378	-10.2573
-22.6719	-8.68287
-21.0799	-8.69829
-20.3709	-12.0251
-20.7558	-10.1994
-21.1675	-12.4327
-20.707	-10.8543
-22.1234	-7.89801
-24.726	-5.63848
-22.64	-8.64015
-21.363	-11.7395
-21.0061	-8.09205
-21.0319	-7.33431
-22.3384	-9.4135
-20.5463	-8.63651
-20.9147	-8.44338
-22.2699	-9.46599
-21.462	-10.7718
-21.7366	-8.34355
-20.7784	-6.2722
-19.8148	-8.28352
-21.1644	-9.67619
-22.3218	-8.8888
-21.3199	-8.705
-20.4866	-7.91703
-18.9185	-6.8383
-17.7288	-4.15238
-18.7002	-5.13713
-20.0618	-6.00228
-19.5531	-7.99168
-20.1881	-7.27912
-19.3073	-9.08052
-20.3208	-6.33449
-21.9999	-3.08523
-20.7281	-5.35693
-20.3993	-8.88636
-19.268	-7.10981
-19.5017	-8.29161
-21.5571	-10.0681
-18.9929	-5.40842
-16.8829	-3.7896
-11.1854	-6.04364
-7.863	-14.0161
-8.98978	-13.9202
-7.114	-11.5636
-6.35061	-13.7688
-7.67891	-12.8427
-8.94893	-14.8485
-8.08039	-13.3815
-8.34216	-12.8157
-7.6471	-14.4875
-8.04929	-11.9843
-8.65316	-10.8124
-7.68775	-12.3221
-7.85357	-10.7144
-8.93881	-10.4132
